Product Category,Region,Sales
Office Supplies,West,142.83
Office Supplies,West,98.49
Office Supplies,West,758.59
Office Supplies,West,121.88
Office Supplies,West,73.52
Office Supplies,West,73.1
Office Supplies,West,47.26
Office Supplies,West,2039.07
Office Supplies,West,4382.09
Office Supplies,West,192.33
Office Supplies,West,170.75
Office Supplies,West,7.79
Office Supplies,West,2310.91
Office Supplies,West,80.86
Office Supplies,West,42.58
Office Supplies,West,165.42
Office Supplies,West,64.76
Office Supplies,West,617.32
Office Supplies,West,237.8
Office Supplies,West,18.23
Office Supplies,West,179.36
Office Supplies,West,67.91
Office Supplies,West,261.93
Office Supplies,West,26.12
Office Supplies,West,1339.42
Office Supplies,West,168.55
Office Supplies,West,47.95
Office Supplies,West,103.15
Office Supplies,West,18.83
Office Supplies,West,68.56
Office Supplies,West,274.26
Office Supplies,West,5.68
Office Supplies,West,168.48
Office Supplies,West,30.95
Office Supplies,West,20.83
Office Supplies,West,51.53
Office Supplies,West,12.3
Office Supplies,West,48.59
Office Supplies,West,245.26
Office Supplies,West,20.79
Office Supplies,West,83.16
Office Supplies,West,32.67
Office Supplies,West,6.97
Office Supplies,West,128.18
Office Supplies,West,46.4
Office Supplies,West,26.55
Office Supplies,West,866.55
Office Supplies,West,2450.07
Office Supplies,West,3466.2
Office Supplies,West,200.64
Office Supplies,West,12163.61
Office Supplies,West,252.66
Office Supplies,West,301.44
Office Supplies,West,131.62
Office Supplies,West,30.34
Office Supplies,West,22.67
Office Supplies,West,464.06
Office Supplies,West,48.7
Office Supplies,West,191.93
Office Supplies,West,358.25
Office Supplies,West,881.32
Office Supplies,West,126.66
Office Supplies,West,56.92
Office Supplies,West,5.84
Office Supplies,West,427.68
Office Supplies,West,168.04
Office Supplies,West,17.15
Office Supplies,West,11.58
Office Supplies,West,59.33
Office Supplies,West,40.14
Office Supplies,West,149.32
Office Supplies,West,51.93
Office Supplies,West,570.43
Office Supplies,West,34.13
Office Supplies,West,105.03
Office Supplies,West,186.7
Office Supplies,West,5.48
Office Supplies,West,161.13
Office Supplies,West,57.22
Office Supplies,West,170.55
Office Supplies,West,100.08
Office Supplies,West,823.98
Office Supplies,West,5.24
Office Supplies,West,56.71
Office Supplies,West,22.77
Office Supplies,West,39.52
Office Supplies,West,62.27
Office Supplies,West,38.96
Office Supplies,West,8.66
Office Supplies,West,69.03
Office Supplies,West,56.4
Office Supplies,West,40.15
Office Supplies,West,213.48
Office Supplies,West,22.48
Office Supplies,West,3825.29
Office Supplies,West,50.23
Office Supplies,West,5831.96
Office Supplies,West,23161.2
Office Supplies,West,49.07
Office Supplies,West,28.9
Office Supplies,West,285.48
Office Supplies,West,105.65
Office Supplies,West,329.34
Office Supplies,West,20.35
Office Supplies,West,6.5
Office Supplies,West,32.5
Office Supplies,West,520.91
Office Supplies,West,204.82
Office Supplies,West,58.5
Office Supplies,West,49.56
Office Supplies,West,94.2
Office Supplies,West,28.96
Office Supplies,West,43.17
Office Supplies,West,71.09
Office Supplies,West,340.17
Office Supplies,West,60.67
Office Supplies,West,235.54
Office Supplies,West,8.74
Office Supplies,West,20.41
Office Supplies,West,20.96
Office Supplies,West,622.82
Office Supplies,West,160.63
Office Supplies,West,129.38
Office Supplies,West,21.6
Office Supplies,West,30.93
Office Supplies,West,9.52
Office Supplies,West,107.81
Office Supplies,West,539.07
Office Supplies,West,11.82
Office Supplies,West,26.15
Office Supplies,West,17.4
Office Supplies,West,87.89
Office Supplies,West,351.56
Office Supplies,West,1991.72
Office Supplies,West,200.76
Office Supplies,West,48.15
Office Supplies,West,46.23
Office Supplies,West,89.42
Office Supplies,West,66.71
Office Supplies,West,59.95
Office Supplies,West,279.28
Office Supplies,West,33.39
Office Supplies,West,216.24
Office Supplies,West,1215.72
Office Supplies,West,98
Office Supplies,West,13.16
Office Supplies,West,36.4
Office Supplies,West,119.4
Office Supplies,West,87.16
Office Supplies,West,199.08
Office Supplies,West,14.2
Office Supplies,West,801.93
Office Supplies,West,112.67
Office Supplies,West,170.78
Office Supplies,West,164.88
Office Supplies,West,195.33
Office Supplies,West,19.46
Office Supplies,West,514.51
Office Supplies,West,2109.51
Office Supplies,West,141.08
Office Supplies,West,161.87
Office Supplies,West,32.46
Office Supplies,West,175.78
Office Supplies,West,814.36
Office Supplies,West,25.65
Office Supplies,West,10.71
Office Supplies,West,21.9
Office Supplies,West,22.1
Office Supplies,West,95.75
Office Supplies,Central,4906.61
Office Supplies,Central,701.44
Office Supplies,Central,35.35
Office Supplies,Central,735.7
Office Supplies,Central,87.86
Office Supplies,Central,15.3
Office Supplies,Central,210.79
Office Supplies,Central,1307.4
Office Supplies,Central,377.44
Office Supplies,Central,165.56
Office Supplies,Central,121.6
Office Supplies,Central,248.21
Office Supplies,Central,63.62
Office Supplies,Central,120.53
Office Supplies,Central,66.46
Office Supplies,Central,901.01
Office Supplies,Central,232.67
Office Supplies,Central,143.99
Office Supplies,Central,34.73
Office Supplies,Central,12.26
Office Supplies,Central,47.43
Office Supplies,Central,75.85
Office Supplies,Central,73.18
Office Supplies,Central,443.9
Office Supplies,Central,22.64
Office Supplies,Central,62.18
Office Supplies,Central,517.09
Office Supplies,Central,247.53
Office Supplies,Central,14.9
Office Supplies,Central,22.82
Office Supplies,Central,176.37
Office Supplies,Central,31.54
Office Supplies,Central,142.91
Office Supplies,Central,273.34
Office Supplies,Central,97.13
Office Supplies,Central,148.34
Office Supplies,Central,34.88
Office Supplies,Central,41.19
Office Supplies,Central,440.7
Office Supplies,Central,125.77
Office Supplies,Central,81.9
Office Supplies,Central,45.88
Office Supplies,Central,60.11
Office Supplies,Central,25.43
Office Supplies,Central,71.3
Office Supplies,Central,25.26
Office Supplies,Central,30.41
Office Supplies,Central,292.18
Office Supplies,Central,25.35
Office Supplies,Central,102.27
Office Supplies,Central,994.51
Office Supplies,Central,100.96
Office Supplies,Central,107.25
Office Supplies,Central,36.54
Office Supplies,Central,885.57
Office Supplies,Central,288.67
Office Supplies,Central,43.79
Office Supplies,Central,1380.05
Office Supplies,Central,62.26
Office Supplies,Central,45.81
Office Supplies,Central,86.28
Office Supplies,Central,246.35
Office Supplies,Central,59.4
Office Supplies,Central,281
Office Supplies,Central,73.3
Office Supplies,Central,153.14
Office Supplies,Central,198.73
Office Supplies,Central,25.31
Office Supplies,Central,17.16
Office Supplies,Central,70.98
Office Supplies,Central,96.11
Office Supplies,Central,225.59
Office Supplies,Central,906.91
Office Supplies,Central,519.1
Office Supplies,Central,42.89
Office Supplies,Central,50.24
Office Supplies,Central,44.75
Office Supplies,Central,6.4
Office Supplies,Central,2.24
Office Supplies,Central,47.98
Office Supplies,Central,63.22
Office Supplies,Central,18.89
Office Supplies,Central,11.03
Office Supplies,Central,38.53
Office Supplies,Central,16.62
Office Supplies,Central,49.71
Office Supplies,Central,14.94
Office Supplies,Central,19.29
Office Supplies,Central,25.22
Office Supplies,Central,10.6
Office Supplies,Central,35.59
Office Supplies,Central,13.17
Office Supplies,Central,514.79
Office Supplies,Central,679.62
Office Supplies,Central,305.82
Office Supplies,Central,15.61
Office Supplies,Central,171.88
Office Supplies,Central,85.64
Office Supplies,Central,17.22
Office Supplies,Central,61.79
Office Supplies,Central,462.46
Office Supplies,Central,99.51
Office Supplies,Central,48.76
Office Supplies,Central,403.82
Office Supplies,Central,6402.63
Office Supplies,Central,43.03
Office Supplies,Central,108.85
Office Supplies,Central,131.45
Office Supplies,Central,18.53
Office Supplies,Central,97.67
Office Supplies,Central,633.4
Office Supplies,Central,154.84
Office Supplies,Central,105.75
Office Supplies,Central,117.12
Office Supplies,Central,18123.05
Office Supplies,Central,74.86
Office Supplies,Central,38.98
Office Supplies,Central,230.82
Office Supplies,Central,155.9
Office Supplies,Central,466.98
Office Supplies,Central,885.65
Office Supplies,Central,297.86
Office Supplies,Central,59.19
Office Supplies,Central,124.81
Office Supplies,Central,235.54
Office Supplies,Central,37.83
Office Supplies,Central,21.58
Office Supplies,Central,236.86
Office Supplies,Central,130.69
Office Supplies,Central,1050.12
Office Supplies,Central,496.4
Office Supplies,Central,11.63
Office Supplies,Central,114.01
Office Supplies,Central,68.66
Office Supplies,Central,16.38
Office Supplies,Central,253.67
Office Supplies,Central,723.5
Office Supplies,Central,129.1
Office Supplies,Central,63.45
Office Supplies,Central,1439.73
Office Supplies,Central,64.54
Office Supplies,Central,156.61
Office Supplies,Central,58.95
Office Supplies,Central,7.21
Office Supplies,Central,39.15
Office Supplies,Central,19.87
Office Supplies,Central,123.83
Office Supplies,Central,436.88
Office Supplies,Central,49.87
Office Supplies,Central,47.56
Office Supplies,Central,405.57
Office Supplies,Central,75.98
Office Supplies,Central,349.68
Office Supplies,Central,86.8
Office Supplies,Central,312.22
Office Supplies,Central,370.26
Office Supplies,Central,1481.04
Office Supplies,Central,47.34
Office Supplies,Central,79.74
Office Supplies,Central,225.62
Office Supplies,Central,157.23
Office Supplies,Central,132.43
Office Supplies,Central,15
Office Supplies,Central,389.24
Office Supplies,Central,31.18
Office Supplies,Central,13.38
Office Supplies,Central,34.07
Office Supplies,Central,11.6
Office Supplies,Central,57.02
Office Supplies,Central,79.77
Office Supplies,Central,11.74
Office Supplies,Central,54.22
Office Supplies,Central,77.96
Office Supplies,Central,20.27
Office Supplies,Central,42.9
Office Supplies,Central,18.75
Office Supplies,Central,16.46
Office Supplies,Central,438.22
Office Supplies,Central,52.93
Office Supplies,Central,15.71
Office Supplies,Central,22.92
Office Supplies,Central,48.1
Office Supplies,Central,10.14
Office Supplies,Central,228.99
Office Supplies,Central,43.4
Office Supplies,Central,195.04
Office Supplies,Central,908.33
Office Supplies,Central,437.21
Office Supplies,Central,33.12
Office Supplies,Central,94.5
Office Supplies,Central,1134.67
Office Supplies,Central,33.3
Office Supplies,Central,9.5
Office Supplies,Central,585.55
Office Supplies,Central,107.4
Office Supplies,Central,13.05
Office Supplies,Central,58.91
Office Supplies,Central,789.78
Office Supplies,Central,4144.76
Office Supplies,Central,8262.68
Office Supplies,Central,221.06
Office Supplies,Central,54.88
Office Supplies,Central,85.99
Office Supplies,Central,21.28
Office Supplies,Central,244.09
Office Supplies,Central,55.6
Office Supplies,Central,7.75
Office Supplies,Central,49.53
Office Supplies,Central,4.28
Office Supplies,Central,92.89
Office Supplies,Central,24.19
Office Supplies,Central,30.08
Office Supplies,Central,43.27
Office Supplies,Central,1281.73
Office Supplies,Central,1954.65
Office Supplies,Central,2013.88
Office Supplies,Central,15.93
Office Supplies,Central,59.75
Office Supplies,Central,39.97
Office Supplies,Central,29.04
Office Supplies,Central,4289.24
Office Supplies,Central,171.51
Office Supplies,Central,89.42
Office Supplies,Central,65.76
Office Supplies,Central,363.74
Office Supplies,Central,100.99
Office Supplies,Central,34.39
Office Supplies,Central,748.4
Office Supplies,Central,499.31
Office Supplies,Central,133.46
Office Supplies,Central,84.72
Office Supplies,Central,338.13
Office Supplies,Central,281.82
Office Supplies,Central,5.67
Office Supplies,Central,400.47
Office Supplies,Central,165.21
Office Supplies,Central,380
Office Supplies,Central,65.49
Office Supplies,Central,38.77
Office Supplies,Central,8.46
Office Supplies,Central,94.11
Office Supplies,Central,183.34
Office Supplies,Central,883.63
Office Supplies,Central,348.69
Office Supplies,Central,86.87
Office Supplies,Central,6.65
Office Supplies,Central,243.95
Office Supplies,Central,32.72
Office Supplies,Central,267.44
Office Supplies,Central,67.52
Office Supplies,Central,139.59
Office Supplies,Central,2750.04
Office Supplies,Central,19.24
Office Supplies,Central,36.7
Office Supplies,Central,63.56
Office Supplies,Central,95.05
Office Supplies,Central,77.85
Office Supplies,Central,20.66
Office Supplies,Central,353.47
Office Supplies,Central,30.9
Office Supplies,Central,111.93
Office Supplies,Central,129.71
Office Supplies,Central,769.85
Office Supplies,Central,375.89
Office Supplies,Central,13.34
Office Supplies,Central,58.86
Office Supplies,Central,22.18
Office Supplies,Central,5.06
Office Supplies,Central,37.9
Office Supplies,Central,3.63
Office Supplies,Central,97.77
Office Supplies,Central,31.79
Office Supplies,Central,19.88
Office Supplies,Central,50.22
Office Supplies,Central,53.77
Office Supplies,Central,31.87
Office Supplies,Central,34.76
Office Supplies,Central,11.51
Office Supplies,Central,32.68
Office Supplies,Central,52.61
Office Supplies,Central,255
Office Supplies,Central,31.41
Office Supplies,Central,32.63
Office Supplies,Central,167.42
Office Supplies,Central,1647.33
Office Supplies,Central,39.8
Office Supplies,Central,27.98
Office Supplies,Central,300.41
Office Supplies,Central,442.03
Office Supplies,Central,93.11
Office Supplies,Central,2296.42
Office Supplies,Central,46.97
Office Supplies,Central,11.21
Office Supplies,Central,74.38
Office Supplies,Central,723.48
Office Supplies,Central,187.97
Office Supplies,Central,386.61
Office Supplies,Central,48.81
Office Supplies,Central,506.39
Office Supplies,Central,8.64
Office Supplies,Central,6.81
Office Supplies,Central,246.36
Office Supplies,Central,41.48
Office Supplies,Central,537.86
Office Supplies,Central,977.41
Office Supplies,Central,762.38
Office Supplies,Central,2382.72
Office Supplies,Central,148.06
Office Supplies,Central,50.72
Office Supplies,Central,14.77
Office Supplies,Central,719.23
Office Supplies,Central,47.9
Office Supplies,Central,216.9
Office Supplies,Central,115.41
Office Supplies,Central,44.83
Office Supplies,Central,8.84
Office Supplies,Central,67.48
Office Supplies,Central,38.11
Office Supplies,Central,31.89
Office Supplies,Central,119.13
Office Supplies,Central,8
Office Supplies,Central,37.7
Office Supplies,Central,58.11
Office Supplies,Central,48.04
Office Supplies,Central,5.21
Office Supplies,Central,7.37
Office Supplies,Central,541.27
Office Supplies,Central,6.38
Office Supplies,Central,64.97
Office Supplies,Central,367.46
Office Supplies,Central,134.58
Office Supplies,Central,12.59
Office Supplies,Central,50.28
Office Supplies,Central,33.65
Office Supplies,Central,169.45
Office Supplies,Central,115.06
Office Supplies,Central,174.01
Office Supplies,Central,468.52
Office Supplies,Central,152.12
Office Supplies,Central,356.95
Office Supplies,Central,8.1
Office Supplies,Central,7.02
Office Supplies,Central,727.2
Office Supplies,Central,47.75
Office Supplies,Central,88.38
Office Supplies,Central,94.52
Office Supplies,Central,648.43
Office Supplies,Central,172.68
Office Supplies,Central,9.34
Office Supplies,Central,59.48
Office Supplies,Central,64.96
Office Supplies,Central,8.24
Office Supplies,Central,60.54
Office Supplies,Central,584.88
Office Supplies,Central,52.14
Office Supplies,Central,245.55
Office Supplies,Central,137.77
Office Supplies,Central,389.77
Office Supplies,Central,139.11
Office Supplies,Central,90.53
Office Supplies,Central,40.29
Office Supplies,Central,10.65
Office Supplies,Central,90.21
Office Supplies,Central,7.63
Office Supplies,Central,7.2
Office Supplies,Central,19.14
Office Supplies,Central,57.77
Office Supplies,Central,92
Office Supplies,Central,28.75
Office Supplies,Central,27.47
Office Supplies,Central,5.22
Office Supplies,Central,71.85
Office Supplies,Central,68.21
Office Supplies,Central,78.52
Office Supplies,Central,68.12
Office Supplies,Central,18.72
Office Supplies,Central,682.79
Office Supplies,Central,748.55
Office Supplies,Central,40.69
Office Supplies,Central,21.45
Office Supplies,Central,1424.75
Office Supplies,Central,15.49
Office Supplies,Central,447.89
Office Supplies,Central,111.97
Office Supplies,Central,64.96
Office Supplies,Central,98.36
Office Supplies,Central,77.05
Office Supplies,Central,136.76
Office Supplies,Central,75.05
Office Supplies,Central,192.53
Office Supplies,Central,415.66
Office Supplies,Central,101.26
Office Supplies,Central,452.58
Office Supplies,Central,165.43
Office Supplies,Central,114.76
Office Supplies,Central,58.71
Office Supplies,Central,152.76
Office Supplies,Central,169.92
Office Supplies,Central,144.49
Office Supplies,Central,34.35
Office Supplies,Central,
Office Supplies,Central,48.88
Office Supplies,Central,44.8
Office Supplies,Central,16.74
Office Supplies,Central,147.02
Office Supplies,Central,2766.86
Office Supplies,Central,551.14
Office Supplies,Central,47.16
Office Supplies,Central,124.54
Office Supplies,Central,43.38
Office Supplies,Central,2767.95
Office Supplies,Central,33.63
Office Supplies,Central,12.48
Office Supplies,Central,132.94
Office Supplies,Central,66.48
Office Supplies,Central,107.65
Office Supplies,Central,120.38
Office Supplies,Central,43.03
Office Supplies,Central,60.83
Office Supplies,Central,292.35
Office Supplies,Central,296.88
Office Supplies,Central,109.23
Office Supplies,Central,8.82
Office Supplies,Central,14.68
Office Supplies,Central,79.4
Office Supplies,Central,175.59
Office Supplies,Central,45.04
Office Supplies,Central,69.32
Office Supplies,Central,109.04
Office Supplies,Central,702.24
Office Supplies,Central,138.87
Office Supplies,Central,78.62
Office Supplies,Central,1783.06
Office Supplies,Central,19.28
Office Supplies,Central,47.73
Office Supplies,Central,402.36
Office Supplies,Central,45.21
Office Supplies,Central,123.43
Office Supplies,Central,67.46
Office Supplies,Central,29.12
Office Supplies,Central,17.11
Office Supplies,Central,1579.83
Office Supplies,Central,177.78
Office Supplies,Central,90.36
Office Supplies,Central,8171.38
Office Supplies,Central,577.75
Office Supplies,Central,84.26
Office Supplies,Central,5.66
Office Supplies,Central,99.92
Office Supplies,Central,998.66
Office Supplies,Central,186.53
Office Supplies,Central,186
Office Supplies,Central,2210.29
Office Supplies,Central,378.11
Office Supplies,Central,94.63
Office Supplies,Central,1201.35
Office Supplies,Central,371.24
Office Supplies,Central,2.74
Office Supplies,Central,196.41
Office Supplies,Central,77.23
Office Supplies,Central,119.37
Office Supplies,Central,257.94
Office Supplies,Central,242.7
Office Supplies,Central,55.13
Office Supplies,Central,23.89
Office Supplies,Central,172
Office Supplies,Central,29.93
Office Supplies,Central,96.86
Office Supplies,Central,51.91
Office Supplies,Central,144.28
Office Supplies,Central,171.66
Office Supplies,Central,5.06
Office Supplies,Central,53.22
Office Supplies,Central,76.91
Office Supplies,Central,35.02
Office Supplies,Central,69.74
Office Supplies,Central,20.74
Office Supplies,East,267.83
Office Supplies,East,9705.46
Office Supplies,East,2426.36
Office Supplies,East,3174.2
Office Supplies,East,135.02
Office Supplies,East,156.24
Office Supplies,East,28.34
Office Supplies,East,43.84
Office Supplies,East,34.39
Office Supplies,East,295.12
Office Supplies,East,175.07
Office Supplies,East,41.2
Office Supplies,East,303.42
Office Supplies,East,103.18
Office Supplies,East,412.72
Office Supplies,East,49.22
Office Supplies,East,606.51
Office Supplies,East,1720.12
Office Supplies,East,20.51
Office Supplies,East,107.08
Office Supplies,East,431.3
Office Supplies,East,26.77
Office Supplies,East,37.16
Office Supplies,East,256.73
Office Supplies,East,10.27
Office Supplies,East,54.18
Office Supplies,East,831.22
Office Supplies,East,603.07
Office Supplies,East,56.7
Office Supplies,East,24.83
Office Supplies,East,33.55
Office Supplies,East,21.46
Office Supplies,East,8.49
Office Supplies,East,12.26
Office Supplies,East,38.65
Office Supplies,East,188.98
Office Supplies,East,92.99
Office Supplies,East,4382.25
Office Supplies,East,62.42
Office Supplies,East,373.58
Office Supplies,East,166.62
Office Supplies,East,269.6
Office Supplies,East,103.25
Office Supplies,East,32.25
Office Supplies,East,80.86
Office Supplies,East,68.09
Office Supplies,East,63.31
Office Supplies,East,1669.05
Office Supplies,East,1699.26
Office Supplies,East,209.7
Office Supplies,East,412.04
Office Supplies,East,734.75
Office Supplies,East,1051.52
Office Supplies,East,5582.63
Office Supplies,East,1347.53
Office Supplies,East,454.4
Office Supplies,East,220.37
Office Supplies,East,36.13
Office Supplies,East,43.9
Office Supplies,East,131.79
Office Supplies,East,39.26
Office Supplies,East,63.14
Office Supplies,East,14.53
Office Supplies,East,100.97
Office Supplies,East,17.91
Office Supplies,East,302.39
Office Supplies,East,534.53
Office Supplies,East,112.12
Office Supplies,East,273.04
Office Supplies,East,152.26
Office Supplies,East,56.34
Office Supplies,East,93.41
Office Supplies,East,175.64
Office Supplies,East,435.39
Office Supplies,East,513.52
Office Supplies,East,3.74
Office Supplies,East,220.16
Office Supplies,East,58.37
Office Supplies,East,24362.25
Office Supplies,East,670.9
Office Supplies,East,2390.07
Office Supplies,East,473.46
Office Supplies,East,198.06
Office Supplies,East,154.61
Office Supplies,East,546.21
Office Supplies,East,476.67
Office Supplies,East,90.9
Office Supplies,East,253.72
Office Supplies,East,3911.34
Office Supplies,East,131.45
Office Supplies,East,245.34
Office Supplies,East,20.83
Office Supplies,East,613.34
Office Supplies,East,1668.07
Office Supplies,East,231.23
Office Supplies,East,375.86
Office Supplies,East,40.13
Office Supplies,East,381.91
Office Supplies,East,323.85
Office Supplies,East,414.1
Office Supplies,East,130.47
Office Supplies,East,360.12
Office Supplies,East,847.77
Office Supplies,East,61.54
Office Supplies,East,231.2
Office Supplies,East,47.36
Office Supplies,East,41.53
Office Supplies,East,132.65
Office Supplies,East,131
Office Supplies,East,33.08
Office Supplies,East,34.95
Office Supplies,East,141.87
Office Supplies,East,43.71
Office Supplies,East,30.75
Office Supplies,East,14.02
Office Supplies,East,18.37
Office Supplies,East,39.65
Office Supplies,East,3.92
Office Supplies,East,164.27
Office Supplies,East,134.97
Office Supplies,East,46.08
Office Supplies,East,458.05
Office Supplies,East,834.63
Office Supplies,East,48.5
Office Supplies,East,48.91
Office Supplies,East,60.49
Office Supplies,East,131.08
Office Supplies,East,67.72
Office Supplies,East,26.25
Office Supplies,East,14.17
Office Supplies,East,67.41
Office Supplies,East,2093.97
Office Supplies,East,36.67
Office Supplies,East,15.59
Office Supplies,East,48.06
Office Supplies,East,396.58
Office Supplies,East,112.88
Office Supplies,East,17.12
Office Supplies,East,51.47
Office Supplies,East,58.67
Office Supplies,East,1771.4
Office Supplies,East,2495.08
Office Supplies,East,70.72
Office Supplies,East,119.86
Office Supplies,East,10.49
Office Supplies,East,56.82
Office Supplies,East,185.31
Office Supplies,East,2943.69
Office Supplies,East,88.35
Office Supplies,East,652.84
Office Supplies,East,5155.36
Office Supplies,East,3627.08
Office Supplies,East,31.44
Office Supplies,East,97.81
Office Supplies,East,48.08
Office Supplies,East,6.65
Office Supplies,East,525.87
Office Supplies,East,1920.74
Office Supplies,East,222.5
Office Supplies,East,250.91
Office Supplies,East,198.3
Office Supplies,East,1182.98
Office Supplies,East,8.34
Office Supplies,East,75.51
Office Supplies,East,138.24
Office Supplies,East,8.8
Office Supplies,East,16.02
Office Supplies,East,68.37
Office Supplies,East,14.53
Office Supplies,East,190.53
Office Supplies,East,366.74
Office Supplies,East,185.06
Office Supplies,East,100.26
Office Supplies,East,388.52
Office Supplies,East,42.02
Office Supplies,East,21.63
Office Supplies,East,13.04
Office Supplies,East,3.86
Office Supplies,East,40.7
Office Supplies,East,44.85
Office Supplies,East,41.4
Office Supplies,East,49.86
Office Supplies,East,111.92
Office Supplies,East,3.99
Office Supplies,East,62.48
Office Supplies,East,118.67
Office Supplies,East,16.27
Office Supplies,East,22.8
Office Supplies,East,14.76
Office Supplies,East,23.77
Office Supplies,East,4.44
Office Supplies,East,133.8
Office Supplies,East,40.47
Office Supplies,East,8.95
Office Supplies,East,617.22
Office Supplies,East,29.82
Office Supplies,East,59.31
Office Supplies,East,242.65
Office Supplies,East,477.2
Office Supplies,East,50.64
Office Supplies,East,207.63
Office Supplies,East,282.49
Office Supplies,East,39.24
Office Supplies,East,25.06
Office Supplies,East,126.01
Office Supplies,East,43.31
Office Supplies,East,120.81
Office Supplies,East,9580
Office Supplies,East,84.99
Office Supplies,East,26.66
Office Supplies,East,106.65
Office Supplies,East,515.88
Office Supplies,East,32.51
Office Supplies,East,42.47
Office Supplies,East,220.66
Office Supplies,East,328.32
Office Supplies,East,1266.37
Office Supplies,East,305.58
Office Supplies,East,8.04
Office Supplies,East,36.31
Office Supplies,East,167.24
Office Supplies,East,33.89
Office Supplies,East,33.01
Office Supplies,East,48.35
Office Supplies,East,138.24
Office Supplies,East,32.39
Office Supplies,East,1472.88
Office Supplies,East,5155.07
Office Supplies,East,3523.6
Office Supplies,East,426.67
Office Supplies,East,15.65
Office Supplies,East,25.7
Office Supplies,East,81.85
Office Supplies,East,221.74
Office Supplies,East,721.95
Office Supplies,East,1006.82
Office Supplies,East,130.11
Office Supplies,East,552.03
Office Supplies,East,43.53
Office Supplies,East,174.1
Office Supplies,East,498.14
Office Supplies,East,48.69
Office Supplies,East,150.25
Office Supplies,East,2199.64
Office Supplies,East,549.91
Office Supplies,East,170.45
Office Supplies,East,173.29
Office Supplies,East,693.17
Office Supplies,East,241.97
Office Supplies,East,151.08
Office Supplies,East,67.5
Office Supplies,East,20.83
Office Supplies,East,20.01
Office Supplies,East,29.91
Office Supplies,East,122.14
Office Supplies,East,224.95
Office Supplies,East,32.97
Office Supplies,East,120.87
Office Supplies,East,88.59
Office Supplies,East,417.31
Office Supplies,East,47.26
Office Supplies,East,59.76
Office Supplies,East,6.8
Office Supplies,East,90.74
Office Supplies,East,22.69
Office Supplies,East,280.43
Office Supplies,East,1.65
Office Supplies,East,971.88
Office Supplies,East,321.15
Office Supplies,East,407.8
Office Supplies,East,138.16
Office Supplies,East,89.98
Office Supplies,East,67.22
Office Supplies,East,292.58
Office Supplies,East,73.14
Office Supplies,East,44.26
Office Supplies,East,418.66
Office Supplies,East,83.3
Office Supplies,East,132.72
Office Supplies,East,81.18
Office Supplies,East,243.79
Office Supplies,East,1432.3
Office Supplies,East,196.35
Office Supplies,East,192.28
Office Supplies,East,474.83
Office Supplies,East,115.5
Office Supplies,East,498.16
Office Supplies,East,111.88
Office Supplies,East,68.14
Office Supplies,East,160.15
Office Supplies,East,560.51
Office Supplies,East,42.76
Office Supplies,East,116.93
Office Supplies,East,54.28
Office Supplies,East,204.34
Office Supplies,East,51.08
Office Supplies,East,133.33
Office Supplies,East,138.19
Office Supplies,East,14.85
Office Supplies,East,638.67
Office Supplies,East,16.6
Office Supplies,East,3.32
Office Supplies,East,711.1
Office Supplies,East,49.02
Office Supplies,East,189.95
Office Supplies,East,46.61
Office Supplies,East,2353.55
Office Supplies,East,92.27
Office Supplies,East,2053.6
Office Supplies,East,314.06
Office Supplies,East,287.22
Office Supplies,East,1005.26
Office Supplies,East,6.93
Office Supplies,East,21.83
Office Supplies,East,347.13
Office Supplies,East,477.48
Office Supplies,East,299.3
Office Supplies,East,38.02
Office Supplies,East,77.61
Office Supplies,East,21.9
Office Supplies,East,196.23
Office Supplies,East,27.63
Office Supplies,East,16.6
Office Supplies,East,98.3
Office Supplies,East,34.37
Office Supplies,East,174.66
Office Supplies,East,45.34
Office Supplies,East,39.1
Office Supplies,South,40.16
Office Supplies,South,116.48
Office Supplies,South,43.91
Office Supplies,South,274.93
Office Supplies,South,252.43
Office Supplies,South,85.26
Office Supplies,South,69.69
Office Supplies,South,56.55
Office Supplies,South,250.22
Office Supplies,South,196.69
Office Supplies,South,58.05
Office Supplies,South,541.76
Office Supplies,South,547.29
Office Supplies,South,87.11
Office Supplies,South,6.66
Office Supplies,South,81.25
Office Supplies,South,40.28
Office Supplies,South,44.52
Office Supplies,South,40.07
Office Supplies,South,116.5
Office Supplies,South,242.18
Office Supplies,South,776.85
Office Supplies,South,35.62
Office Supplies,South,151.85
Office Supplies,South,55.18
Office Supplies,South,461.94
Office Supplies,South,188.52
Office Supplies,South,189.22
Office Supplies,South,110.74
Office Supplies,South,177.39
Office Supplies,South,45.4
Office Supplies,South,392.85
Office Supplies,South,17.73
Office Supplies,South,3.07
Office Supplies,South,257.92
Office Supplies,South,5.33
Office Supplies,South,371.68
Office Supplies,South,120.45
Office Supplies,South,14.96
Office Supplies,South,89.67
Office Supplies,South,443.66
Office Supplies,South,12.86
Office Supplies,South,136.41
Office Supplies,South,68.64
Office Supplies,South,317.1
Office Supplies,South,47.97
Office Supplies,South,159.53
Office Supplies,South,5.59
Office Supplies,South,33.52
Office Supplies,South,41.29
Office Supplies,South,69.03
Office Supplies,South,39.18
Office Supplies,South,29.88
Office Supplies,South,8.84
Office Supplies,South,66.12
Office Supplies,South,29.06
Office Supplies,South,3.37
Office Supplies,South,39.36
Office Supplies,South,502.75
Office Supplies,South,114.91
Office Supplies,South,1111.47
